# Scan Time    : Fri, 18 Mar 2022 11:42:53 +0000 (GMT) +834035000 nsec
# Board Lane   : 7
# Board Loc    : BTOF - Northwest
# SiPM Biases  :  58.265  58.216  58.422  58.633
# SiPM Currents:   2.085   1.961   2.081   2.146
#
1 -1 101.7 0.00010 0.00010 1.21000      0          0.0 999.9990
1 -1 101.7 0.00030 0.00029 1.21000      0          0.0 999.9990
1 -1  26.4 0.03390 0.03389 0.19104   2326      12175.5 0.0207
1 -1  26.4 0.03410 0.03408 0.20403   2270      11125.7 0.0210
1 -1  26.4 0.03430 0.03428 0.21067   2250      10680.3 0.0211
1 -1  26.4 0.03450 0.03447 0.23796   2376       9985.0 0.0205
1 -1  26.4 0.03470 0.03467 0.24611   2270       9223.4 0.0210
1 -1  26.4 0.03490 0.03486 0.26491   2332       8802.8 0.0207
1 -1  26.4 0.03510 0.03506 0.27845   2242       8051.8 0.0211
1 -1  26.4 0.03530 0.03525 0.29075   2292       7883.1 0.0209
1 -1  26.4 0.03550 0.03555 0.31919   2340       7331.0 0.0207
1 -1  26.4 0.03570 0.03574 0.31919   2228       6980.2 0.0212
1 -1  26.4 0.03590 0.03594 0.34699   2246       6472.9 0.0211
1 -1  26.4 0.03610 0.03613 0.35827   2246       6268.9 0.0211
1 -1  26.4 0.03630 0.03633 0.38780   2238       5771.0 0.0211
1 -1  26.4 0.03650 0.03652 0.41230   2326       5641.6 0.0207
1 -1  26.4 0.03670 0.03672 0.42688   2250       5270.8 0.0211
1 -1  26.4 0.03690 0.03691 0.44599   2256       5058.4 0.0211
1 -1  26.4 0.03710 0.03711 0.47283   2332       4932.0 0.0207
1 -1  26.4 0.03730 0.03730 0.50501   2292       4538.5 0.0209
1 -1  26.4 0.03750 0.03750 0.50501   2232       4419.7 0.0212
1 -1  26.4 0.03770 0.03770 0.55169   2308       4183.5 0.0208
1 -1  26.4 0.03790 0.03789 0.58112   2300       3957.9 0.0209
1 -1  26.4 0.03810 0.03809 0.62039   2280       3675.1 0.0209
1 -1  26.4 0.03830 0.03828 0.65643   2250       3427.6 0.0211
1 -1  26.4 0.03850 0.03848 0.68997   2252       3263.9 0.0211
1 -1  26.4 0.03870 0.03867 0.73145   2240       3062.4 0.0211
1 -1  26.4 0.03890 0.03887 0.79905   2292       2868.4 0.0209
1 -1  26.4 0.03910 0.03906 0.86802   2256       2599.0 0.0211
1 -1  26.4 0.03930 0.03926 0.90378   2334       2582.5 0.0207
1 -1  26.4 0.03950 0.03945 0.96791   2394       2473.4 0.0204
1 -1  26.4 0.03970 0.03975 1.07000   2334       2181.3 0.0207
1 -1  26.4 0.03990 0.03994 1.10448   2234       2022.7 0.0212
1  0  26.4 0.00010 0.00010 1.21000      0          0.0 999.9990
1  0  26.4 0.00030 0.00029 1.21000      0          0.0 999.9990
1  0  26.4 0.00050 0.00049 1.21000      0          0.0 999.9990
1  0  26.4 0.00070 0.00068 1.21000      0          0.0 999.9990
1  0  26.4 0.00090 0.00088 1.21000      0          0.0 999.9990
1  0  26.4 0.00110 0.00107 1.21000      0          0.0 999.9990
1  0  26.4 0.00130 0.00127 1.21000      0          0.0 999.9990
1  0  26.4 0.00150 0.00146 1.21000      0          0.0 999.9990
1  0  26.4 0.00170 0.00166 1.21000      0          0.0 999.9990
1  0  26.4 0.00190 0.00186 1.21000      0          0.0 999.9990
1  0  26.4 0.00210 0.00215 1.21000      0          0.0 999.9990
1  0  26.4 0.00230 0.00234 1.21000      0          0.0 999.9990
1  0  26.4 0.00250 0.00254 1.21000      0          0.0 999.9990
1  0  26.4 0.00270 0.00273 1.21000      0          0.0 999.9990
1  0  26.4 0.00290 0.00293 1.21000      0          0.0 999.9990
1  0  26.4 0.00310 0.00313 1.21000      0          0.0 999.9990
1  0  26.4 0.00330 0.00332 1.21000      2          1.7 0.7071
1  0  26.4 0.00350 0.00352 1.21000      4          3.3 0.5000
1  0  26.4 0.00370 0.00371 1.21000      2          1.7 0.7071
1  0  26.4 0.00390 0.00391 1.21000     12          9.9 0.2887
1  0  26.4 0.00410 0.00410 1.21000     10          8.3 0.3162
1  0  26.4 0.00430 0.00430 1.21000     26         21.5 0.1961
1  0  26.4 0.00450 0.00449 1.21000     64         52.9 0.1250
1  0  26.4 0.00470 0.00469 1.21000    168        138.8 0.0772
1  0  26.4 0.00490 0.00488 1.21000    450        371.9 0.0471
1  0  26.4 0.00510 0.00508 1.21000   1152        952.1 0.0295
1  0  26.4 0.00530 0.00527 1.21000   2812       2324.0 0.0189
1  0  26.4 0.00550 0.00547 1.21000   7204       5953.7 0.0118
1  0  26.4 0.00570 0.00566 1.21000  16632      13745.5 0.0078
1  0  26.4 0.00590 0.00586 1.21000  36228      29940.5 0.0053
1  0  26.4 0.00610 0.00605 1.21000  78152      64588.4 0.0036
1  0  26.4 0.00630 0.00635 0.32685  73266     224158.4 0.0037
1  0  26.4 0.00650 0.00654 0.17955  76454     425817.6 0.0036
1  0  26.4 0.00670 0.00674 0.09863  73964     749919.4 0.0037
1  0  26.4 0.00690 0.00693 0.05886  71898    1221433.6 0.0037
1  0  26.4 0.00710 0.00713 0.03900  72178    1850695.9 0.0037
1  0  26.4 0.00730 0.00732 0.02918  71390    2446858.0 0.0037
1  0  26.4 0.00750 0.00752 0.02382  71664    3008427.7 0.0037
1  0  26.4 0.00770 0.00771 0.02088  72004    3448145.9 0.0037
1  0  26.4 0.00790 0.00791 0.02088  78706    3769093.0 0.0036
1  0  26.4 0.00810 0.00811 0.01806  72178    3996265.2 0.0037
1  0  26.4 0.00830 0.00830 0.01806  74924    4148302.4 0.0037
1  0  26.4 0.00850 0.00850 0.01806  76798    4252059.8 0.0036
